Position;TrackName;Artist;Streams;Date;Genre
14;BICHOTA;KAROL G;2426436;27.02.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
15;Whoopty;CJ;2329627;27.02.21;['nyc rap']
16;Up;Cardi B;2324847;27.02.21;['pop rap', 'pop', 'rap', 'dance pop']
17;Levitating (feat. DaBaby);Dua Lipa;2321267;27.02.21;['uk pop', 'pop', 'dance pop']
18;Good Days;SZA;2270283;27.02.21;['pop', 'r&b', 'pop rap']
19;Baila Conmigo (with Rauw Alejandro);Selena Gomez;2260594;27.02.21;['pop', 'post-teen pop', 'dance pop']
20;Dynamite;BTS;2141158;27.02.21;['k-pop boy group', 'k-pop']
1;drivers license;Olivia Rodrigo;5040351;28.02.21;['pop']
2;Save Your Tears;The Weeknd;3837321;28.02.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;Blinding Lights;The Weeknd;3344059;28.02.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;DÁKITI;Bad Bunny;3329919;28.02.21;['trap latino', 'reggaeton', 'latin']
5;Calling My Phone;Lil Tjay;2977841;28.02.21;['melodic rap', 'nyc rap', 'brooklyn drill']
6;telepatía;Kali Uchis;2799511;28.02.21;['colombian pop', 'pop']
7;Astronaut In The Ocean;Masked Wolf;2781709;28.02.21;['australian hip hop']
8;Bandido;Myke Towers;2693046;28.02.21;['trap latino']
9;Mood (feat. iann dior);24kGoldn;2610629;28.02.21;['cali rap']
10;LA NOCHE DE ANOCHE;Bad Bunny;2447503;28.02.21;['trap latino', 'reggaeton', 'latin']
11;The Business;Tiësto;2446090;28.02.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
12;WITHOUT YOU;The Kid LAROI;2413471;28.02.21;['australian hip hop']
13;Streets;Doja Cat;2277907;28.02.21;['pop', 'dance pop']
14;BICHOTA;KAROL G;2154527;28.02.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
15;Good Days;SZA;2083619;28.02.21;['pop', 'r&b', 'pop rap']
16;Levitating (feat. DaBaby);Dua Lipa;2034263;28.02.21;['uk pop', 'pop', 'dance pop']
17;Up;Cardi B;2012523;28.02.21;['pop rap', 'pop', 'rap', 'dance pop']
18;Dynamite;BTS;2010523;28.02.21;['k-pop boy group', 'k-pop']
19;Whoopty;CJ;2008296;28.02.21;['nyc rap']
20;Heartbreak Anniversary;Giveon;1965499;28.02.21;['pop', 'r&b']
1;drivers license;Olivia Rodrigo;5202794;01.03.21;['pop']
2;Save Your Tears;The Weeknd;3966280;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;Blinding Lights;The Weeknd;3280968;01.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;telepatía;Kali Uchis;3156979;01.03.21;['colombian pop', 'pop']
5;DÁKITI;Bad Bunny;3151274;01.03.21;['trap latino', 'reggaeton', 'latin']
6;Calling My Phone;Lil Tjay;3108487;01.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
7;Astronaut In The Ocean;Masked Wolf;3017674;01.03.21;['australian hip hop']
8;Bandido;Myke Towers;2595691;01.03.21;['trap latino']
9;The Business;Tiësto;2552394;01.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
10;Mood (feat. iann dior);24kGoldn;2552307;01.03.21;['cali rap']
11;WITHOUT YOU;The Kid LAROI;2530945;01.03.21;['australian hip hop']
12;Streets;Doja Cat;2370189;01.03.21;['pop', 'dance pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2351092;01.03.21;['trap latino', 'reggaeton', 'latin']
14;Good Days;SZA;2167840;01.03.21;['pop', 'r&b', 'pop rap']
15;Up;Cardi B;2113784;01.03.21;['pop rap', 'pop', 'rap', 'dance pop']
16;Levitating (feat. DaBaby);Dua Lipa;2107532;01.03.21;['uk pop', 'pop', 'dance pop']
17;Heartbreak Anniversary;Giveon;2085553;01.03.21;['pop', 'r&b']
18;Dynamite;BTS;2060508;01.03.21;['k-pop boy group', 'k-pop']
19;Whoopty;CJ;2058853;01.03.21;['nyc rap']
20;positions;Ariana Grande;2024274;01.03.21;['pop', 'post-teen pop', 'dance pop']
1;drivers license;Olivia Rodrigo;5198732;02.03.21;['pop']
2;Save Your Tears;The Weeknd;4032501;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;Blinding Lights;The Weeknd;3347240;02.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;telepatía;Kali Uchis;3334974;02.03.21;['colombian pop', 'pop']
5;DÁKITI;Bad Bunny;3190881;02.03.21;['trap latino', 'reggaeton', 'latin']
6;Calling My Phone;Lil Tjay;3133323;02.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
7;Astronaut In The Ocean;Masked Wolf;3096881;02.03.21;['australian hip hop']
8;Bandido;Myke Towers;2641948;02.03.21;['trap latino']
9;The Business;Tiësto;2636093;02.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
10;Mood (feat. iann dior);24kGoldn;2584272;02.03.21;['cali rap']
11;WITHOUT YOU;The Kid LAROI;2549511;02.03.21;['australian hip hop']
12;Streets;Doja Cat;2402101;02.03.21;['pop', 'dance pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2373535;02.03.21;['trap latino', 'reggaeton', 'latin']
14;Up;Cardi B;2201117;02.03.21;['pop rap', 'pop', 'rap', 'dance pop']
15;Good Days;SZA;2192101;02.03.21;['pop', 'r&b', 'pop rap']
16;Levitating (feat. DaBaby);Dua Lipa;2159166;02.03.21;['uk pop', 'pop', 'dance pop']
17;Heartbreak Anniversary;Giveon;2152369;02.03.21;['pop', 'r&b']
18;Whoopty;CJ;2089089;02.03.21;['nyc rap']
19;Dynamite;BTS;2080434;02.03.21;['k-pop boy group', 'k-pop']
20;positions;Ariana Grande;2047402;02.03.21;['pop', 'post-teen pop', 'dance pop']
1;drivers license;Olivia Rodrigo;5184364;03.03.21;['pop']
2;Save Your Tears;The Weeknd;4039553;03.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;Blinding Lights;The Weeknd;3361872;03.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;telepatía;Kali Uchis;3355696;03.03.21;['colombian pop', 'pop']
5;DÁKITI;Bad Bunny;3206988;03.03.21;['trap latino', 'reggaeton', 'latin']
6;Astronaut In The Ocean;Masked Wolf;3124718;03.03.21;['australian hip hop']
7;Calling My Phone;Lil Tjay;3104486;03.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
8;Bandido;Myke Towers;2670319;03.03.21;['trap latino']
9;The Business;Tiësto;2631713;03.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
10;Mood (feat. iann dior);24kGoldn;2612703;03.03.21;['cali rap']
11;WITHOUT YOU;The Kid LAROI;2562444;03.03.21;['australian hip hop']
12;Streets;Doja Cat;2410615;03.03.21;['pop', 'dance pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2373095;03.03.21;['trap latino', 'reggaeton', 'latin']
14;Up;Cardi B;2233992;03.03.21;['pop rap', 'pop', 'rap', 'dance pop']
15;Good Days;SZA;2183624;03.03.21;['pop', 'r&b', 'pop rap']
16;Heartbreak Anniversary;Giveon;2175921;03.03.21;['pop', 'r&b']
17;Levitating (feat. DaBaby);Dua Lipa;2163006;03.03.21;['uk pop', 'pop', 'dance pop']
18;Whoopty;CJ;2104267;03.03.21;['nyc rap']
19;Dynamite;BTS;2098396;03.03.21;['k-pop boy group', 'k-pop']
20;positions;Ariana Grande;2055059;03.03.21;['pop', 'post-teen pop', 'dance pop']
1;drivers license;Olivia Rodrigo;5219499;04.03.21;['pop']
2;Save Your Tears;The Weeknd;4059036;04.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
3;telepatía;Kali Uchis;3445564;04.03.21;['colombian pop', 'pop']
4;Blinding Lights;The Weeknd;3366606;04.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
5;DÁKITI;Bad Bunny;3233853;04.03.21;['trap latino', 'reggaeton', 'latin']
6;Astronaut In The Ocean;Masked Wolf;3205636;04.03.21;['australian hip hop']
7;Calling My Phone;Lil Tjay;3122891;04.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
8;Bandido;Myke Towers;2734753;04.03.21;['trap latino']
9;The Business;Tiësto;2648002;04.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
10;Mood (feat. iann dior);24kGoldn;2605258;04.03.21;['cali rap']
11;WITHOUT YOU;The Kid LAROI;2583410;04.03.21;['australian hip hop']
12;Streets;Doja Cat;2416108;04.03.21;['pop', 'dance pop']
13;LA NOCHE DE ANOCHE;Bad Bunny;2398402;04.03.21;['trap latino', 'reggaeton', 'latin']
14;Up;Cardi B;2255759;04.03.21;['pop rap', 'pop', 'rap', 'dance pop']
15;Heartbreak Anniversary;Giveon;2209004;04.03.21;['pop', 'r&b']
16;Good Days;SZA;2191442;04.03.21;['pop', 'r&b', 'pop rap']
17;Levitating (feat. DaBaby);Dua Lipa;2151460;04.03.21;['uk pop', 'pop', 'dance pop']
18;Dynamite;BTS;2111788;04.03.21;['k-pop boy group', 'k-pop']
